,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,5242.627,3,10000,5,1,piece-wise,4678156,123107352.0,-25.315,1.16,30.57,-25.353,3692849594.1,39911874773.6,-9.808,3692849594.1,39894044976.6,-9.803
optimal_fw,0.001,3,10000,5,1,piece-wise,4678156,4575802.624876,0.022,1.16,1.14,0.017,3692849594.1,3466920282.105772,0.061,3692849594.1,3466748727.5,0.061
heuristic,1.461,3,10000,5,1,piece-wise,4678156,97085967.0,-19.753,1.16,24.11,-19.784,3692849594.1,38283800257.0,-9.367,3692849594.1,38268363105.0,-9.363
heuristic_fw,0.001,3,10000,5,1,piece-wise,4678156,4576117.682476,0.022,1.16,1.14,0.017,3692849594.1,3463683339.570994,0.062,3692849594.1,3463489098.75,0.062
