,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,10.093,4,50,5,10000,piece-wise,39526,42300.0,-0.07,2.04,2.19,-0.074,15131766.7,20942846.0,-0.384,15131766.7,20292846.0,-0.341
optimal_fw,0.015,4,50,5,10000,piece-wise,39526,32219.57943650787,0.185,2.04,1.66,0.186,15131766.7,13352730.210250001,0.118,15131766.7,13334470.47,0.119
heuristic,0.003,3,50,5,10000,piece-wise,39526,48800.0,-0.235,2.04,2.52,-0.235,15131766.7,37499098.9,-1.478,15131766.7,35609098.9,-1.353
heuristic_fw,0.012,3,50,5,10000,piece-wise,39526,33970.753911129104,0.141,2.04,1.76,0.137,15131766.7,13647995.35,0.098,15131766.7,13476291.07,0.109
