,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.092,7,10,10,piece-wise,146787,417126.0,-1.842,2.04,5.8,-1.843,58843026.9,137612503.5,-1.339,58843026.9,137079803.5,-1.33
heuristic_fw,0.001,7,10,10,piece-wise,146787,93348.32334607842,0.364,2.04,1.3,0.363,58843026.9,48587072.828272015,0.174,58843026.9,48582430.78,0.174
