,max_demand,total_demand,PAR,objective,cost,inconvenient,step_size,rescheduling_time,pricing_time
0,552705.0,19204515.0,0.72,296739556.7,296739556.7,0.0,1.0,0.0,0.0
1,540612.367305,19204515.0,0.74,290156587.526,290143562.25,13025.276,0.022,0.28043367399998687,0.0009319782257080078
2,528784.3093207338,19204514.999999996,0.76,286320973.013928,286310765.9,10207.113927999999,0.022,0.2901877639999917,0.000804901123046875
3,522967.6819182057,19204515.0,0.77,284452537.3877468,284446278.07,6259.3177467919995,0.011,0.2821444760000027,0.0005617141723632812
4,517215.03741710546,19204515.000000004,0.77,282856990.10850483,282852399.35,4590.758504785288,0.011,0.28591338699997415,0.0006101131439208984
5,505898.8896134566,19204515.000000004,0.79,280435728.6393129,280426938.93,8789.709312894724,0.022,0.2842461640000131,0.0008449554443359375
6,499828.1029380951,19204515.0,0.8,279402067.59548825,279396349.52,5718.075488245263,0.012,0.2839545150000191,0.0006110668182373047
7,494329.99380577606,19204515.000000004,0.81,278669094.8381696,278663978.09,5116.748169629302,0.011,0.28188397800000686,0.0007722377777099609
8,488892.36387391255,19204515.0,0.82,278197905.56077015,278194395.26,3510.3007701340775,0.011,0.28146339100003814,0.0005853176116943359
9,488892.36387391255,19204515.0,0.82,278197905.56077015,278194395.26,3510.3007701340775,0.0,0.2836167339999527,0.00035309791564941406
