,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,372313,405750,444687,438933,352932,294101,300153,312068,377225,393798,391108,345682,354729,365671,342294,465159,435274,335181,419509,552705,493824,459276,356902,400849,510979,435675,462987,435558,376400,443066,422501,386373,364763,444702,487048,498562,457045,350772,365395,433946,473253,430982,404030,291850,401067,302094,317632,297712
1,23778,23882,4915,1555,139572,2304037,4416600,5390646,2311,7,8,380629,812,12216,439212,1,6,2515238,85,0,0,10,4286,665,0,9,0,40,842,0,110,1228,13577,0,0,0,0,16997,16729,73,0,32,101,923585,3163,1221501,1044122,301935
2,23828,23925,4917,1555,134756,1107918,30707,7,164,26,2793,4677610,5595124,724833,2239905,1,3,97,23,0,0,13,6636,637,0,9,0,90,8123,6,111,1350,5913,0,0,0,0,1464375,20572,91,0,26,160,464560,2816,1243128,1076990,340717
3,12799,13310,2517,15795,7371698,3610716,431344,79303,216898,214403,215735,0,0,4875,505,7,38,3665,586,0,0,40,2883244,7092,0,15,3,110,1811,6,2270,23388,26532,5,0,0,3,18046,16707,142,0,34,5445,998868,103844,1700021,956324,266371
4,235307,75133,5793,8,10186,18327,20597,90240,1467022,1686929,1625496,0,0,253289,390,7,23,227956,847,0,0,39,241548,4150,0,16,13,76,73147,15,118276,2116880,5983006,2,0,0,2,892395,2206574,86,0,138,3980,835849,107446,313269,310937,279121
5,306595,68633,5783,8,10191,23415,219060,210848,1394054,446368,181725,1,0,897297,262480,12,871,512840,1644,0,0,78968,2859754,2434800,0,63,7,345,675127,7,288,552,295,38,0,0,2503,1109409,769628,81533,0,16958,531271,3407417,309738,472743,1095229,816017
6,513073,1122503,12263,72,10211,1082173,1651764,622301,85921,2396,112,7,1,2960998,3759103,439,1018,949301,1827,0,0,46,28,21,0,357,20,11164,1884099,1511,377,2200,828,160,1,1,3,1230,9908,1143,2,264,1488,22276,150242,945955,1737222,1658486
7,1951362,712886,123149,40528,2424,356,681,128,922,3099,16634,7,2,168,45,52,247602,1424664,1398743,0,0,52,58,44,0,1291,41,3272,64922,184498,1044432,4695219,269223,21121,3,0,3,245348,1439280,206162,2,208,39183,223098,2392026,1789858,187326,474393
8,450151,148911,28231,136,124,266,2575,47218,338810,1880491,4849274,7,2,239,43,15,916,1184,1968,0,1,121,73,34,0,889,63,969609,4986546,1110353,187232,8,285,569,2,1,84,6503,1086,392,2,571850,2074984,290787,52618,124566,398236,677060
9,6424717,3766659,748726,138479,9042,27073,12557,3371,789,633,7,80,4,3740,416,19,7684,11964,16949,0,0,469,630,484,0,8749,302,4138,11,729,6362,392,7040,6115,5,1,24082,2303552,1955771,236484,5,275,510,257,55529,386405,1453642,1579667
