,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,3.152,4,10,5,10,piece-wise,23855,23855.0,0.0,4.73,4.73,0.0,3797311.0,3797311.0,0.0,3797311.0,3797311.0,0.0
optimal_fw,0.009,4,10,5,10,piece-wise,23855,14996.599294021966,0.371,4.73,2.97,0.372,3797311.0,3394722.6581699597,0.106,3797311.0,3394723.13,0.106
heuristic,0.008,4,10,5,10,piece-wise,23855,23855.0,0.0,4.73,4.73,0.0,3797311.0,3797641.0,-0.0,3797311.0,3797311.0,0.0
heuristic_fw,0.009,4,10,5,10,piece-wise,23855,14531.330029457955,0.391,4.73,2.88,0.391,3797311.0,3394324.1647757296,0.106,3797311.0,3394224.26,0.106
