,0,1,2,3,4
max_demand,23855.0,16514.121066172786,15270.86218624643,14531.330029457955,14531.330029457955
cost,3797311.0,3402335.18,3395362.85,3394224.26,3394224.26
PAR,4.73,3.27,3.03,2.88,2.88
total_demand,242268.0,242267.99999999997,242268.0,242268.0,242268.0
inconvenient,0.0,337.6100000000001,261.76781000000005,99.90477573,99.90477573
run_time,0.0,0.020880937576293945,0.013036966323852539,0.0033578872680664062,0.00048279762268066406
objective,3797311.0,3402672.79,3395624.61781,3394324.1647757296,3394324.1647757296
step_size,1.0,0.37100000000000016,0.17900000000000005,0.167,0.0
