,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,16.28,4,50,5,5,piece-wise,33809,49633.0,-0.468,2.21,3.24,-0.466,10379023.3,31686278.4,-2.053,10379023.3,31685733.4,-2.053
optimal_fw,0.016,4,50,5,5,piece-wise,33809,25963.473563214946,0.232,2.21,1.7,0.231,10379023.3,10303959.77311246,0.007,10379023.3,10303945.17,0.007
heuristic,0.048,5,50,5,5,piece-wise,33809,41586.0,-0.23,2.21,2.72,-0.231,10379023.3,13264382.6,-0.278,10379023.3,13263287.6,-0.278
heuristic_fw,0.017,5,50,5,5,piece-wise,33809,25670.291387433725,0.241,2.21,1.68,0.24,10379023.3,10300506.149594283,0.008,10379023.3,10300491.9,0.008
