,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.063,13,10,10,piece-wise,115921,360437.0,-2.109,1.57,4.87,-2.102,70474680.4,267607733.3,-2.797,70474680.4,266377633.3,-2.78
heuristic_fw,0.001,13,10,10,piece-wise,115921,80206.44345308779,0.308,1.57,1.08,0.312,70474680.4,50904902.145789444,0.278,70474680.4,50888169.29,0.278
