no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,PAR initial,PAR final,objective initial,objective final,cost initial,cost final
20,5,heuristic,1,piece-wise,0.0004,3.4,28632.8,32312.6,3.468,3.904,6236631.860000001,5546703.8,6236631.860000001,5546632.6
20,5,heuristic_fw,1,piece-wise,0.002,3.4,28632.8,17931.546518219133,3.468,2.17,6236631.860000001,5552264.46964045,6236631.860000001,5552234.162
20,5,optimal,1,piece-wise,3.1766,4.8,28632.8,38385.4,3.468,4.662,6236631.860000001,5546736.8,6236631.860000001,5546647.6
20,5,optimal_fw,1,piece-wise,0.0014,4.8,28632.8,18018.700757029277,3.468,2.1799999999999997,6236631.860000001,5554114.829476438,6236631.860000001,5554098.38
40,5,heuristic,1,piece-wise,0.0015,3.75,43858.0,57920.75,2.69,3.5375,12446057.725,10961845.75,12446057.725,10961380.25
40,5,heuristic_fw,1,piece-wise,0.002,3.75,43858.0,28521.34872434893,2.69,1.755,12446057.725,10984475.700544722,12446057.725,10984448.335
40,5,optimal,1,piece-wise,5.95125,5.25,43858.0,54620.5,2.69,3.35,12446057.725,10961568.25,12446057.725,10961374.0
40,5,optimal_fw,1,piece-wise,0.00175,5.25,43858.0,27554.058352192427,2.69,1.69,12446057.725,10982282.908778146,12446057.725,10982257.0575
