,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.075,8,10,10,piece-wise,117679,286394.0,-1.434,1.61,3.92,-1.435,65742348.4,305705576.8,-3.65,65742348.4,304742576.8,-3.635
heuristic_fw,0.002,8,10,10,piece-wise,117679,80767.77041202509,0.314,1.61,1.11,0.311,65742348.4,49992009.97941751,0.24,65742348.4,49978403.42,0.24
