,0,1,2,3,4,5,6,7,8
inconvenient,0.0,179408.40000000002,59833.483599999985,15982.263360799998,34725.5804121248,18772.037230933256,7725.607590459735,13472.236633009885,13472.236633009885
total_demand,1775174.0,1775174.0000000005,1775174.0,1775174.0,1775174.0000000002,1775173.9999999993,1775173.9999999998,1775173.9999999995,1775173.9999999995
run_time,0.0,0.008335113525390625,0.005640268325805664,0.0013990402221679688,0.002913951873779297,0.001374959945678711,0.0009489059448242188,0.0013990402221679688,0.0004909038543701172
objective,39031570.9,26997620.43,25508533.333600003,25368146.1733608,25256177.390412122,25194142.847230934,25165557.28759046,25146579.27663301,25146579.27663301
PAR,1.71,1.43,1.27,1.24,1.19,1.16,1.15,1.12,1.12
step_size,1.0,0.18800000000000003,0.12099999999999997,0.022,0.044,0.022,0.011,0.022,0.0
cost,39031570.9,26818212.03,25448699.85,25352163.91,25221451.81,25175370.81,25157831.68,25133107.04,25133107.04
max_demand,63409.0,52944.93269705924,46879.68333490477,45856.32191722039,43896.18806399631,42953.63662934413,42490.12262642135,41578.334497477874,41578.334497477874
