,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,16.835,2,50,5,50,piece-wise,59514,59514.0,0.0,3.7,3.7,0.0,10916274.2,10916274.2,0.0,10916274.2,10916274.2,0.0
optimal_fw,0.009,2,50,5,50,piece-wise,59514,42390.0,0.288,3.7,2.63,0.289,10916274.2,10822402.621321682,0.009,10916274.2,10818787.36,0.009
heuristic,0.049,2,50,5,50,piece-wise,59514,59514.0,0.0,3.7,3.7,0.0,10916274.2,10919474.2,-0.0,10916274.2,10916274.2,0.0
heuristic_fw,0.01,2,50,5,50,piece-wise,59514,42390.0,0.288,3.7,2.63,0.289,10916274.2,10823578.034347417,0.008,10916274.2,10818763.9,0.009
