,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,1052.539,18,5000,5,5,piece-wise,2449363,34082503.0,-12.915,1.22,16.93,-12.877,1641650390.2,164502278455.0,-99.205,1641650390.2,164487513550.0,-99.196
optimal_fw,0.008,18,5000,5,5,piece-wise,2449363,2107962.5609805738,0.139,1.22,1.05,0.139,1641650390.2,1491364768.2865248,0.092,1641650390.2,1491355104.15,0.092
heuristic,3.3,28,5000,5,5,piece-wise,2449363,5025483.0,-1.052,1.22,2.5,-1.049,1641650390.2,27127598846.9,-15.525,1641650390.2,27126940161.9,-15.524
heuristic_fw,0.006,28,5000,5,5,piece-wise,2449363,2082627.5805971571,0.15,1.22,1.03,0.156,1641650390.2,1490522928.1305864,0.092,1641650390.2,1490522649.17,0.092
