no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
50,10,heuristic,10,piece-wise,0.025,5,78966,148679.0,-0.883,2.15,4.05,-0.884,30560349.6,62665107.7,-1.051,30560349.6,62534607.7,-1.046
50,10,heuristic_fw,10,piece-wise,0.002,5,78966,47924.07540489147,0.393,2.15,1.3,0.395,30560349.6,24771610.361243878,0.189,30560349.6,24768052.13,0.19
100,10,heuristic,10,piece-wise,0.073,10,115752,997449.0,-7.617,1.47,12.7,-7.639,82999495.5,514286776.1,-5.196,82999495.5,512158876.1,-5.171
100,10,heuristic_fw,10,piece-wise,0.001,10,115752,85870.74475218588,0.258,1.47,1.09,0.259,82999495.5,55060793.38404063,0.337,82999495.5,55039948.2,0.337
