,repeat,algorithm,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
0,0,optimal,12.457,4,20,10,10,piece-wise,33826,38887.0,-0.15,2.59,2.98,-0.151,11542991.1,14514195.4,-0.257,11542991.1,14487295.4,-0.255
1,0,optimal_fw,0.004,4,20,10,10,piece-wise,33826,19606.784964145212,0.42,2.59,1.5,0.421,11542991.1,8793170.03783,0.238,11542991.1,8791428.65,0.238
2,0,heuristic,0.026,5,20,10,10,piece-wise,33826,47137.0,-0.394,2.59,3.61,-0.394,11542991.1,22283524.8,-0.93,11542991.1,22238524.8,-0.927
3,0,heuristic_fw,0.003,5,20,10,10,piece-wise,33826,19883.982546169158,0.412,2.59,1.52,0.413,11542991.1,8798149.987808937,0.238,11542991.1,8796861.15,0.238
4,1,optimal,23.45,6,20,10,10,piece-wise,29380,57093.0,-0.943,2.26,4.4,-0.947,12158314.5,21289669.2,-0.751,12158314.5,21235369.2,-0.747
5,1,optimal_fw,0.003,6,20,10,10,piece-wise,29380,18123.247217788452,0.383,2.26,1.4,0.381,12158314.5,8769409.260505322,0.279,12158314.5,8768527.09,0.279
6,1,heuristic,0.028,6,20,10,10,piece-wise,29380,49893.0,-0.698,2.26,3.84,-0.699,12158314.5,17839120.1,-0.467,12158314.5,17791120.1,-0.463
7,1,heuristic_fw,0.003,6,20,10,10,piece-wise,29380,17468.543177665113,0.405,2.26,1.34,0.407,12158314.5,8768271.47245304,0.279,12158314.5,8765952.83,0.279
8,0,optimal,27.215,6,40,10,10,piece-wise,62902,67732.0,-0.077,2.2,2.37,-0.077,22076495.9,28187029.4,-0.277,22076495.9,28131429.4,-0.274
9,0,optimal_fw,0.003,6,40,10,10,piece-wise,62902,38419.03848783806,0.389,2.2,1.34,0.391,22076495.9,19293452.195286468,0.126,22076495.9,19292948.58,0.126
10,0,heuristic,0.06,6,40,10,10,piece-wise,62902,118846.0,-0.889,2.2,4.15,-0.886,22076495.9,39645556.4,-0.796,22076495.9,39543456.4,-0.791
11,0,heuristic_fw,0.003,6,40,10,10,piece-wise,62902,38681.21622028167,0.385,2.2,1.35,0.386,22076495.9,19296909.93611872,0.126,22076495.9,19295818.32,0.126
12,1,optimal,30.81,5,40,10,10,piece-wise,65434,99165.0,-0.515,2.15,3.26,-0.516,25215500.5,40735491.7,-0.615,25215500.5,40637791.7,-0.612
13,1,optimal_fw,0.003,5,40,10,10,piece-wise,65434,39443.9778326308,0.397,2.15,1.3,0.395,25215500.5,20493389.181257345,0.187,25215500.5,20491896.91,0.187
14,1,heuristic,0.054,5,40,10,10,piece-wise,65434,92718.0,-0.417,2.15,3.05,-0.419,25215500.5,44747917.4,-0.775,25215500.5,44615717.4,-0.769
15,1,heuristic_fw,0.003,5,40,10,10,piece-wise,65434,39563.331124557306,0.395,2.15,1.3,0.395,25215500.5,20495094.093219977,0.187,25215500.5,20492187.11,0.187
16,0,optimal,58.9,8,80,10,10,piece-wise,85054,229143.0,-1.694,1.68,4.53,-1.696,43184068.3,174855100.5,-3.049,43184068.3,174453400.5,-3.04
17,0,optimal_fw,0.002,8,80,10,10,piece-wise,85054,56791.78374502783,0.332,1.68,1.12,0.333,43184068.3,34404096.619032234,0.203,43184068.3,34396189.85,0.203
18,0,heuristic,0.113,7,80,10,10,piece-wise,85054,246213.0,-1.895,1.68,4.86,-1.893,43184068.3,200597900.6,-3.645,43184068.3,199845000.6,-3.628
19,0,heuristic_fw,0.003,7,80,10,10,piece-wise,85054,59358.86663766213,0.302,1.68,1.17,0.304,43184068.3,34519961.04161118,0.201,43184068.3,34511100.3,0.201
20,1,optimal,63.385,10,80,10,10,piece-wise,108085,447567.0,-3.141,1.75,7.26,-3.149,54065738.3,221553615.2,-3.098,54065738.3,220806815.2,-3.084
21,1,optimal_fw,0.002,10,80,10,10,piece-wise,108085,71456.5816363729,0.339,1.75,1.16,0.337,54065738.3,41965344.68063697,0.224,54065738.3,41955719.83,0.224
22,1,heuristic,0.114,11,80,10,10,piece-wise,108085,407553.0,-2.771,1.75,6.61,-2.777,54065738.3,227780011.5,-3.213,54065738.3,226949211.5,-3.198
23,1,heuristic_fw,0.002,11,80,10,10,piece-wise,108085,70895.19495435744,0.344,1.75,1.15,0.343,54065738.3,41989261.36761988,0.223,54065738.3,41977816.84,0.224
24,0,optimal,79.645,11,100,10,10,piece-wise,132919,632653.0,-3.76,1.64,7.82,-3.768,72061606.5,363285818.8,-4.041,72061606.5,361851318.8,-4.021
25,0,optimal_fw,0.002,11,100,10,10,piece-wise,132919,88853.9192506657,0.332,1.64,1.1,0.329,72061606.5,55169391.84335355,0.234,72061606.5,55153342.2,0.235
26,0,heuristic,0.161,11,100,10,10,piece-wise,132919,433374.0,-2.26,1.64,5.35,-2.262,72061606.5,376235993.6,-4.221,72061606.5,374617593.6,-4.199
27,0,heuristic_fw,0.002,11,100,10,10,piece-wise,132919,89481.76969467515,0.327,1.64,1.11,0.323,72061606.5,55233603.773327865,0.234,72061606.5,55214115.65,0.234
28,1,optimal,73.184,9,100,10,10,piece-wise,113579,371106.0,-2.267,1.73,5.67,-2.277,50834567.1,202603862.3,-2.986,50834567.1,202096762.3,-2.976
29,1,optimal_fw,0.002,9,100,10,10,piece-wise,113579,75756.16306270045,0.333,1.73,1.16,0.329,50834567.1,44391585.0431781,0.127,50834567.1,44384945.51,0.127
30,1,heuristic,0.138,10,100,10,10,piece-wise,113579,406897.0,-2.583,1.73,6.22,-2.595,50834567.1,196964549.1,-2.875,50834567.1,196392249.1,-2.863
31,1,heuristic_fw,0.002,10,100,10,10,piece-wise,113579,75015.67837632091,0.34,1.73,1.15,0.335,50834567.1,44392716.21983234,0.127,50834567.1,44385440.7,0.127
