no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
50,10,heuristic,10,piece-wise,0.034,8,80235,170292.0,-1.122,1.96,4.16,-1.122,32972099.4,121215148.4,-2.676,32972099.4,120928748.4,-2.668
50,10,heuristic_fw,10,piece-wise,0.001,8,80235,49182.33941919645,0.387,1.96,1.2,0.388,32972099.4,27653793.13432142,0.161,32972099.4,27650468.23,0.161
100,10,heuristic,10,piece-wise,0.093,10,129117,582001.0,-3.508,1.73,7.81,-3.514,61183766.6,267472364.5,-3.372,61183766.6,266566364.5,-3.357
100,10,heuristic_fw,10,piece-wise,0.001,10,129117,85572.75364900929,0.337,1.73,1.15,0.335,61183766.6,50653125.41988684,0.172,61183766.6,50643498.99,0.172
