,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.098,7,10,10,piece-wise,127393,487253.0,-2.825,1.79,6.83,-2.816,55633505.3,205441730.4,-2.693,55633505.3,204736930.4,-2.68
heuristic_fw,0.002,7,10,10,piece-wise,127393,85324.0821415788,0.33,1.79,1.2,0.33,55633505.3,48334831.93016728,0.131,55633505.3,48317216.02,0.132
