no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
50,10,heuristic,10,piece-wise,0.089,8,66441,214524.0,-2.229,1.81,5.86,-2.238,32383166.5,112688911.7,-2.48,32383166.5,112331211.7,-2.469
50,10,heuristic_fw,10,piece-wise,0.003,8,66441,42890.787492413816,0.354,1.81,1.17,0.354,32383166.5,24851289.44481199,0.233,32383166.5,24847517.74,0.233
100,10,heuristic,10,piece-wise,0.157,11,121376,550503.0,-3.536,1.53,6.94,-3.536,72816027.3,333706073.1,-3.583,72816027.3,332572973.1,-3.567
100,10,heuristic_fw,10,piece-wise,0.002,11,121376,90293.23344762811,0.256,1.53,1.14,0.255,72816027.3,54891256.679131165,0.246,72816027.3,54876513.83,0.246
