,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,8.055,4,5,1,piece-wise,41532,66918.0,-61.10%,2.5,4.03,-61.20%,12163845.9,11157323.0,8.30%,12163845.9,11157064.0,8.30%
optimal_fw,0.002,4,5,1,piece-wise,41532,26828.50235983062,35.40%,2.5,1.62,35.20%,12163845.9,11173830.949240705,8.10%,12163845.9,11173805.88,8.10%
heuristic,0.0,3,5,1,piece-wise,41532,48325.0,-16.40%,2.5,2.91,-16.40%,12163845.9,11157295.0,8.30%,12163845.9,11157034.0,8.30%
heuristic_fw,0.002,3,5,1,piece-wise,41532,25432.083206028845,38.80%,2.5,1.53,38.80%,12163845.9,11169894.8586,8.20%,12163845.9,11169881.74,8.20%
