,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.043,7,10,10,piece-wise,74959,140252.0,-0.871,2.04,3.82,-0.873,32757799.7,72156669.9,-1.203,32757799.7,71972769.9,-1.197
heuristic_fw,0.002,7,10,10,piece-wise,74959,45621.5859248294,0.391,2.04,1.24,0.392,32757799.7,24793649.953052547,0.243,32757799.7,24790456.2,0.243
