,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,1.6,7,5,0,piece-wise,26422,222117.0,-740.70%,3.11,26.18,-741.80%,6286590.6,5701444.0,9.30%,6286590.6,5701444.0,9.30%
optimal_fw,0.001,7,5,0,piece-wise,26422,20312.954144320207,23.10%,3.11,2.39,23.20%,6286590.6,5737184.58,8.70%,6286590.6,5737184.58,8.70%
heuristic,0.001,4,5,0,piece-wise,26422,42500.0,-60.90%,3.11,5.01,-61.10%,6286590.6,5701444.0,9.30%,6286590.6,5701444.0,9.30%
heuristic_fw,0.002,4,5,0,piece-wise,26422,15090.145609367244,42.90%,3.11,1.78,42.80%,6286590.6,5702224.61,9.30%,6286590.6,5702224.61,9.30%
