,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.046,8,10,10,piece-wise,78721,197421.0,-1.508,1.94,4.86,-1.505,33906164.1,126392786.9,-2.728,33906164.1,126030286.9,-2.717
heuristic_fw,0.002,8,10,10,piece-wise,78721,50476.0254970343,0.359,1.94,1.24,0.361,33906164.1,27522965.88616908,0.188,33906164.1,27518836.25,0.188
