,0,1,2,3,4
objective,1260695449.9,1238979513.608,1219884017.144702,1205912534.7188683,1205912534.7188683
total_demand,77542892.0,77542892.00000001,77542892.00000001,77542891.99999997,77542891.99999997
step_size,1.0,0.011,0.011,0.011,0.0
cost,1260695449.9,1238917278.49,1219815761.86,1205859837.55,1205859837.55
run_time,0.0,0.0010433197021484375,0.0010080337524414062,0.0009999275207519531,0.0005428791046142578
inconvenient,0.0,62235.117999999995,68255.284702,52697.16886827799,52697.16886827799
max_demand,2047191.0,2024671.899,2002400.508111,1980374.102521779,1980374.102521779
PAR,1.27,1.25,1.24,1.23,1.23
