,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.031,6,10,10,piece-wise,81811,159004.0,-0.944,2.0,3.88,-0.94,33540116.0,119100789.5,-2.551,33540116.0,118770489.5,-2.541
heuristic_fw,0.001,6,10,10,piece-wise,81811,53566.886510716504,0.345,2.0,1.31,0.345,33540116.0,27686501.918204356,0.175,33540116.0,27679493.04,0.175
