,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.029,4,20,10,10,piece-wise,41111,57911.0,-0.409,3.34,4.7,-0.407,9867805.5,13710342.8,-0.389,9867805.5,13696642.8,-0.388
heuristic_fw,0.002,4,20,10,10,piece-wise,41111,24090.35028018839,0.414,3.34,1.96,0.413,9867805.5,8288317.291994,0.16,9867805.5,8285026.77,0.16
