,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.063,7,10,10,piece-wise,109951,637330.0,-4.796,1.55,8.99,-4.8,70279644.9,295796241.8,-3.209,70279644.9,294687041.8,-3.193
heuristic_fw,0.001,7,10,10,piece-wise,109951,79840.73706568395,0.274,1.55,1.13,0.271,70279644.9,48875993.544420525,0.305,70279644.9,48860106.96,0.305
