,repeat,algorithm,average_run_time_per_iteration,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
0,0,heuristic,0.008,2,10,5,0,piece-wise,23200,19200.0,0.172,5.84,4.84,0.171,3158882.0,2704406.0,0.144,3158882.0,2704406.0,0.144
1,0,heuristic_fw,0.007,2,10,5,0,piece-wise,23200,12098.172470192192,0.479,5.84,3.05,0.478,3158882.0,2667855.8,0.155,3158882.0,2667855.8,0.155
2,0,heuristic,0.009,3,10,5,1,piece-wise,19564,19564.0,0.0,5.11,5.11,0.0,2895665.6,2895665.6,0.0,2895665.6,2895665.6,0.0
3,0,heuristic_fw,0.003,3,10,5,1,piece-wise,19564,12180.0,0.377,5.11,3.18,0.378,2895665.6,2573373.855855,0.111,2895665.6,2573335.83,0.111
4,0,heuristic,0.006,4,10,5,10,piece-wise,19614,19614.0,0.0,4.81,4.81,0.0,3384170.2,3384270.2,-0.0,3384170.2,3384170.2,0.0
5,0,heuristic_fw,0.007,4,10,5,10,piece-wise,19614,12073.566358025504,0.384,4.81,2.96,0.385,3384170.2,2745462.377233,0.189,3384170.2,2745468.29,0.189
6,0,heuristic,0.008,3,10,5,100,piece-wise,33670,33670.0,0.0,7.57,7.57,0.0,3546027.7,3546027.7,0.0,3546027.7,3546027.7,0.0
7,0,heuristic_fw,0.002,3,10,5,100,piece-wise,33670,20802.201759115065,0.382,7.57,4.68,0.382,3546027.7,2990693.2733,0.157,3546027.7,2990652.41,0.157
8,0,heuristic,0.004,3,10,5,1000,piece-wise,16825,15998.0,0.049,4.73,4.49,0.051,2813823.0,2614728.0,0.071,2813823.0,2537728.0,0.098
9,0,heuristic_fw,0.003,3,10,5,1000,piece-wise,16825,12343.311877514187,0.266,4.73,3.47,0.266,2813823.0,2413007.026,0.142,2813823.0,2406942.0,0.145
