,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
cost,3501312090.6,3412833502.1,3339293563.6,3260399394.05,3215175454.49,3177924245.84,3161329304.56,3141640086.81,3124579793.27,3118765440.0,3113878446.38,3111319595.1,3107921301.73,3106717245.17,3105109998.28,3103335328.5,3099413203.73,3098673935.83,3098215588.25,3096699915.45,3096338838.25,3096030319.56,3095792422.22,3095545456.17,3095545456.17
objective,3501312090.6,3413019742.94,3339470310.45776,3260624439.697134,3215370060.9182343,3178025215.0332894,3161396742.5590334,3141773538.602008,3124680545.759664,3118803790.513531,3113905184.7724595,3111342535.399215,3107944896.6661024,3106731587.6930637,3105138346.178954,3103358743.5003033,3099428517.3299975,3098681175.8624,3098221472.0859675,3096712411.974492,3096348181.6134753,3096036306.4866366,3095800414.2590733,3095549896.698961,3095549896.698961
run_time,0.0,0.008069992065429688,0.013822317123413086,0.009491920471191406,0.007884979248046875,0.007274150848388672,0.003694772720336914,0.005486965179443359,0.005431175231933594,0.0024712085723876953,0.002568960189819336,0.00214385986328125,0.002469778060913086,0.0012590885162353516,0.0018911361694335938,0.0024518966674804688,0.0054171085357666016,0.0012750625610351562,0.002470254898071289,0.004721879959106445,0.0012547969818115234,0.00127410888671875,0.0012569427490234375,0.0012619495391845703,0.0006389617919921875
total_demand,195390166.0,195390166.00000003,195390166.0,195390166.00000003,195390166.0,195390165.99999997,195390166.0,195390166.00000003,195390166.00000003,195390165.99999988,195390166.0,195390166.0,195390166.0,195390166.00000003,195390166.0,195390166.00000003,195390165.99999997,195390165.99999997,195390166.00000006,195390166.00000003,195390166.0,195390166.00000006,195390165.99999997,195390166.0,195390166.0
max_demand,4847483.0,4789632.073827409,4737208.762068444,4666645.888579533,4610953.112189429,4560485.471088737,4537728.6030059485,4501553.57678737,4465666.939901078,4452283.331616528,4438939.83401939,4430066.393291186,4416789.479880425,4412372.690400545,4403552.357392434,4390354.906573776,4355354.751705774,4350999.397954068,4346648.399556114,4333621.492952998,4329287.871460045,4324958.583588584,4320633.625004996,4316312.99137999,4316312.99137999
step_size,1.0,0.012000000000000004,0.011000000000000003,0.015000000000000006,0.012000000000000004,0.011000000000000003,0.005,0.008,0.008,0.003,0.003,0.002,0.003,0.001,0.002,0.003,0.008,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.0
inconvenient,0.0,186240.84000000005,176746.85776000004,225045.64713360008,194606.42823439685,100969.19328942166,67437.9990335529,133451.79200773156,100752.48966393815,38350.51353100819,26738.392459406976,22940.299215081184,23594.936102354757,14342.523063897645,28347.898953872205,23415.000303138386,15313.599997574895,7240.032400002426,5883.835967599997,12496.5244920972,9343.363475507902,5986.926636524492,7992.039073363476,4440.5289609266365,4440.5289609266365
PAR,1.19,1.18,1.16,1.15,1.13,1.12,1.11,1.11,1.1,1.09,1.09,1.09,1.09,1.08,1.08,1.08,1.07,1.07,1.07,1.06,1.06,1.06,1.06,1.06,1.06
