,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.082,5,50,10,10,piece-wise,71477,127717.0,-0.787,1.93,3.45,-0.788,32738362.3,66990263.1,-1.046,32738362.3,66750763.1,-1.039
heuristic_fw,0.004,5,50,10,10,piece-wise,71477,44491.16030482128,0.378,1.93,1.2,0.378,32738362.3,24970190.98245905,0.237,32738362.3,24964585.63,0.237
