,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.066,9,10,10,piece-wise,121557,230635.0,-0.897,1.63,3.09,-0.896,62298388.3,257173517.4,-3.128,62298388.3,256297617.4,-3.114
heuristic_fw,0.001,9,10,10,piece-wise,121557,85021.92893730356,0.301,1.63,1.14,0.301,62298388.3,50951580.45021893,0.182,62298388.3,50942404.0,0.182
