,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.032,6,10,10,piece-wise,93019,93019.0,0.0,2.51,2.51,0.0,28553346.8,28714011.5,-0.006,28553346.8,28688411.5,-0.005
heuristic_fw,0.002,6,10,10,piece-wise,93019,53530.13775526666,0.425,2.51,1.45,0.422,28553346.8,24920492.53069613,0.127,28553346.8,24917068.6,0.127
