,0,1,2
cost,1583948.0,1308169.91,1308169.91
run_time,0.0,0.012104988098144531,0.00021505355834960938
PAR,7.42,3.85,3.85
max_demand,14450.0,7499.218239957723,7499.218239957723
objective,1583948.0,1308169.91,1308169.91
inconvenient,0.0,0.0,0.0
step_size,1.0,0.6500000000000004,0.0
total_demand,93440.0,93439.99999999999,93439.99999999999
