,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.081,9,10,10,piece-wise,118527,460641.0,-2.886,1.66,6.44,-2.88,66651405.4,282374293.6,-3.237,66651405.4,281186693.6,-3.219
heuristic_fw,0.001,9,10,10,piece-wise,118527,80663.03892437064,0.319,1.66,1.13,0.319,66651405.4,48828341.45410915,0.267,66651405.4,48800607.42,0.268
