,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,16.053,3,50,5,50,piece-wise,49069,49069.0,0.0,2.58,2.58,0.0,12869474.6,12869474.6,0.0,12869474.6,12869474.6,0.0
optimal_fw,0.008,3,50,5,50,piece-wise,49069,36429.5313568092,0.258,2.58,1.92,0.256,12869474.6,12786538.04280477,0.006,12869474.6,12786535.97,0.006
heuristic,0.048,3,50,5,50,piece-wise,49069,49069.0,0.0,2.58,2.58,0.0,12869474.6,12875480.1,-0.0,12869474.6,12869480.1,-0.0
heuristic_fw,0.009,3,50,5,50,piece-wise,49069,35900.01,0.268,2.58,1.89,0.267,12869474.6,12785702.155286143,0.007,12869474.6,12785433.93,0.007
