,repeat,algorithm,average_run_time_per_iteration,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
0,0,heuristic,0.604,6,10,5,1,piece-wise,776259,855905.0,-0.103,2.26,2.49,-0.102,272319170.1,272847584.8,-0.002,272319170.1,272736085.0,-0.002
1,0,heuristic_fw,0.01,6,10,5,1,piece-wise,776259,692373.5718466192,0.108,2.26,2.01,0.111,272319170.1,242008782.5104173,0.111,272319170.1,241992572.2,0.111
