,0,1
max_demand,790740.0,790740.0
objective,358012556.6,358012556.6
run_time,0.0,0.000408172607421875
step_size,1.0,0.0
inconvenient,0.0,0.0
cost,358012556.6,358012556.6
PAR,1.76,1.76
total_demand,21605076.0,21605076.0
