,0,1
max_demand,790740.0,1560078.0
objective,358012556.6,1304705623.0
run_time,0.0,3.5689999999999946
step_size,1.0,0.0
inconvenient,0.0,550103.4000000001
cost,358012556.6,1304155519.6
PAR,1.76,3.47
total_demand,21605076.0,21605076.0
