,0,1,2,3
total_demand,122669.0,122669.0,122669.0,122669.0
run_time,0.0,3.41,3.49,3.2800000000000007
step_size,1.0,0.41400000000000026,0.15,0.0
objective,1906355.4,2521301.4,2497300.6,1906355.4
cost,1906355.4,2520541.4,2497060.6,1906355.4
inconvenient,0.0,760.0,240.0,0.0
PAR,4.0,4.6,4.73,4.0
max_demand,10216.0,11762.0,12080.0,10216.0
