no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
100,10,heuristic,10,piece-wise,0.07,12,112320,427451.0,-2.806,1.64,6.24,-2.805,61645101.8,297482340.4,-3.826,61645101.8,296251740.4,-3.806
100,10,heuristic_fw,10,piece-wise,0.001,12,112320,75644.59610522393,0.327,1.64,1.1,0.329,61645101.8,46851313.46921361,0.24,61645101.8,46822237.41,0.24
