,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,52.695,8,200,5,0,piece-wise,157401,414500.0,-1.633,2.14,5.63,-1.631,52313190.0,1724131294.0,-31.958,52313190.0,1724131294.0,-31.958
optimal_fw,0.022,8,200,5,0,piece-wise,157401,103753.21342775499,0.341,2.14,1.41,0.341,52313190.0,49584172.77,0.052,52313190.0,49584172.77,0.052
heuristic,0.157,13,200,5,0,piece-wise,157401,124866.0,0.207,2.14,1.7,0.206,52313190.0,49848465.1,0.047,52313190.0,49848465.1,0.047
heuristic_fw,0.017,13,200,5,0,piece-wise,157401,94120.10689663568,0.402,2.14,1.28,0.402,52313190.0,49496660.36,0.054,52313190.0,49496660.36,0.054
