,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.072,7,10,10,piece-wise,159296,252725.0,-0.587,1.95,3.1,-0.59,62677734.5,179591192.4,-1.865,62677734.5,179095692.4,-1.857
heuristic_fw,0.001,7,10,10,piece-wise,159296,102557.92555881414,0.356,1.95,1.26,0.354,62677734.5,55096155.06491547,0.121,62677734.5,55089912.52,0.121
