no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
100,10,heuristic,10,piece-wise,0.072,9,107439,677174.0,-5.303,1.54,9.71,-5.305,64888884.2,370078879.9,-4.703,64888884.2,367870779.9,-4.669
100,10,heuristic_fw,10,piece-wise,0.001,9,107439,78763.60733413082,0.267,1.54,1.13,0.266,64888884.2,48241061.39956328,0.257,64888884.2,48211295.92,0.257
