,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.065,12,10,10,piece-wise,130850,553451.0,-3.23,1.62,6.84,-3.222,74313128.7,372064313.4,-4.007,74313128.7,370338913.4,-3.983
heuristic_fw,0.001,12,10,10,piece-wise,130850,90413.34692794216,0.309,1.62,1.12,0.309,74313128.7,55391794.35872176,0.255,74313128.7,55370459.4,0.255
