no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
50,5,heuristic,0,piece-wise,2.0,0.047599999999999996,3.2,48753.4,58392.8,-0.1924,2.456,2.902,-0.1928,13506922.559999999,32022561.839999996,-1.2846,13506922.559999999,32022561.839999996,-1.2846
50,5,heuristic,1,piece-wise,2.0,0.0482,2.4,56182.8,56182.8,0.0,2.738,2.738,0.0,14003892.419999998,14020333.48,-0.0012000000000000001,14003892.419999998,14020236.88,-0.0012000000000000001
50,5,heuristic,5,piece-wise,2.0,0.047799999999999995,4.2,51118.0,53373.4,-0.0608,2.462,2.5940000000000003,-0.061,13985842.76,14593889.66,-0.05740000000000001,13985842.76,14592874.66,-0.05740000000000001
50,5,heuristic,10,piece-wise,2.0,0.047599999999999996,2.4,56493.0,56493.0,0.0,2.684,2.684,0.0,14357829.12,14358366.12,0.0,14357829.12,14357492.12,0.0
50,5,heuristic,50,piece-wise,2.0,0.048799999999999996,3.2,49434.0,50707.2,-0.028000000000000004,2.6399999999999997,2.7039999999999997,-0.028000000000000004,12895354.24,12983542.8,-0.0064,12895354.24,12976842.8,-0.006
50,5,heuristic,100,piece-wise,2.0,0.047599999999999996,2.6,54698.8,54698.8,0.0,2.7560000000000002,2.7560000000000002,0.0,13514279.4,13519758.7,-0.0004,13514279.4,13510238.7,0.0002
50,5,heuristic,500,piece-wise,0.5,0.047,3.5,48026.5,54967.5,-0.19,2.36,2.7750000000000004,-0.1905,13723654.45,23976259.2,-0.859,13723654.45,23898509.2,-0.8520000000000001
50,5,heuristic_fw,0,piece-wise,2.0,0.0218,3.2,48753.4,32539.20246003152,0.33219999999999994,2.456,1.636,0.33119999999999994,13506922.559999999,13337242.554000001,0.0126,13506922.559999999,13337242.554000001,0.0126
50,5,heuristic_fw,1,piece-wise,2.0,0.0184,2.4,56182.8,41619.88606399855,0.2594,2.738,2.0300000000000002,0.25880000000000003,14003892.419999998,13863095.644615823,0.01,14003892.419999998,13862924.022,0.01
50,5,heuristic_fw,5,piece-wise,2.0,0.0166,4.2,51118.0,37451.30968392424,0.2616,2.462,1.8079999999999998,0.26180000000000003,13985842.76,13859061.571332201,0.009000000000000001,13985842.76,13858761.117999997,0.009000000000000001
50,5,heuristic_fw,10,piece-wise,2.0,0.0188,2.4,56493.0,41710.806069787635,0.261,2.684,1.98,0.26139999999999997,14357829.12,14203550.606698323,0.0108,14357829.12,14201660.852000002,0.0108
50,5,heuristic_fw,50,piece-wise,2.0,0.012599999999999997,3.2,49434.0,36638.71004375383,0.2566,2.6399999999999997,1.954,0.25579999999999997,12895354.24,12791267.332416657,0.008,12895354.24,12788678.82,0.0082
50,5,heuristic_fw,100,piece-wise,2.0,0.013000000000000001,2.6,54698.8,39302.097601054586,0.27880000000000005,2.7560000000000002,1.988,0.279,13514279.4,13409326.052322846,0.0076,13514279.4,13402565.864000002,0.008199999999999999
50,5,heuristic_fw,500,piece-wise,0.5,0.011,3.5,48026.5,38749.864407414476,0.1865,2.36,1.915,0.186,13723654.45,13591894.801113974,0.01,13723654.45,13590331.945,0.0105
50,5,optimal,0,piece-wise,2.0,8.8818,7.6,48753.4,257914.4,-4.33,2.456,13.008,-4.3332,13506922.559999999,1361805529.3799999,-99.6982,13506922.559999999,1361805529.3799999,-99.6982
50,5,optimal,1,piece-wise,2.0,16.363999999999997,2.4,56182.8,56182.8,0.0,2.738,2.738,0.0,14003892.419999998,14003892.419999998,0.0,14003892.419999998,14003892.419999998,0.0
50,5,optimal,5,piece-wise,2.0,16.2926,3.4,51118.0,54282.8,-0.0936,2.462,2.668,-0.0932,13985842.76,18247293.779999997,-0.41059999999999997,13985842.76,18247184.779999997,-0.41059999999999997
