no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
100,10,heuristic,10,piece-wise,0.08,9,129087,267375.0,-1.071,1.83,3.8,-1.077,62594204.4,194285964.5,-2.104,62594204.4,193635064.5,-2.093
100,10,heuristic_fw,10,piece-wise,0.001,9,129087,83766.12462932063,0.351,1.83,1.19,0.35,62594204.4,47705546.410805516,0.238,62594204.4,47691561.2,0.238
