no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
100,10,heuristic,10,piece-wise,0.07,12,133190,542621.0,-3.074,1.68,6.86,-3.083,66557081.5,341730249.1,-4.134,66557081.5,340184749.1,-4.111
100,10,heuristic_fw,10,piece-wise,0.001,12,133190,91775.01214140163,0.311,1.68,1.16,0.31,66557081.5,53978923.138780616,0.189,66557081.5,53957387.82,0.189
