no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
50,10,heuristic,10,piece-wise,0.027,3,92532,92532.0,0.0,2.57,2.57,0.0,27646214.4,27809740.1,-0.006,27646214.4,27774840.1,-0.005
50,10,heuristic_fw,10,piece-wise,0.002,3,92532,52669.91355884099,0.431,2.57,1.46,0.432,27646214.4,24212104.2709,0.124,27646214.4,24205785.94,0.124
100,10,heuristic,10,piece-wise,0.1,7,123003,493233.0,-3.01,1.74,6.96,-3.0,54713144.3,298656012.3,-4.459,54713144.3,297894212.3,-4.445
100,10,heuristic_fw,10,piece-wise,0.001,7,123003,84679.13570483655,0.312,1.74,1.2,0.31,54713144.3,48071961.42637389,0.121,54713144.3,48056169.14,0.122
