,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.027,3,10,10,piece-wise,92532,92532.0,0.0,2.57,2.57,0.0,27646214.4,27809740.1,-0.006,27646214.4,27774840.1,-0.005
heuristic_fw,0.002,3,10,10,piece-wise,92532,52669.91355884099,0.431,2.57,1.46,0.432,27646214.4,24212104.2709,0.124,27646214.4,24205785.94,0.124
