,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.023,3,10,10,piece-wise,124150,124150.0,0.0,3.03,3.03,0.0,32269437.1,33044199.8,-0.024,32269437.1,33001699.8,-0.023
heuristic_fw,0.002,3,10,10,piece-wise,124150,71911.24276538307,0.421,3.03,1.76,0.419,32269437.1,27562770.9653,0.146,32269437.1,27555157.94,0.146
