,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.061,7,10,10,piece-wise,138610,404059.0,-1.915,1.86,5.41,-1.909,57124244.8,226724019.4,-2.969,57124244.8,226065119.4,-2.957
heuristic_fw,0.001,7,10,10,piece-wise,138610,93217.18165978871,0.327,1.86,1.25,0.328,57124244.8,50553711.92789522,0.115,57124244.8,50548487.84,0.115
